Pair	K562_Ctcf_E	K562_Dnase1_E	K562_H3k27ac_E	K562_H3k27me3_E	K562_H3k36me3_E	K562_H3k4me2_E	K562_H3k9ac_E	K562_H4k20me1_E	K562_Rad21_E	K562_Tbp_E	K562_Ctcf_P	K562_Dnase1_P	K562_H3k27ac_P	K562_H3k27me3_P	K562_H3k36me3_P	K562_H3k4me2_P	K562_H3k9ac_P	K562_H4k20me1_P	K562_Rad21_P	K562_Tbp_P	K562_Correlation	K562_Exp	Class
chr22_32061138_32064448-chr22_32920308_32927723	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.559805	0.000392	1
chr22_32100847_32102727-chr22_31864703_31891033	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.0581753	0.373603	1
chr22_32100847_32102727-chr22_32338420_32342898	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.133755	2.13522	1
chr22_32110635_32115702-chr22_32860159_32865649	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	1
chr22_32128598_32137554-chr22_32764253_32784733	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.0683363	0.017165	1
chr22_32137554_32145079-chr22_31836635_31847259	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.201968	0.280203	1
chr22_32137554_32145079-chr22_31864703_31891033	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.708006	0.373603	1
chr22_32137554_32145079-chr22_32012966_32043914	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.366583	0.695041	1
chr22_32137554_32145079-chr22_32053085_32061138	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.739938	0.695041	1
chr22_32137554_32145079-chr22_32170492_32188129	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.201968	0.123931	1
chr22_32137554_32145079-chr22_32338420_32342898	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.694515	2.13522	1
chr22_32137554_32145079-chr22_32764253_32784733	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0.16913	0.017165	1
chr22_32154575_32162110-chr22_31864703_31891033	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.0581753	0.373603	1
chr22_32154575_32162110-chr22_32228866_32235273	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0566415	0.123931	1
chr22_32154575_32162110-chr22_32264718_32278135	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0.213775	0.123931	1
chr22_32154575_32162110-chr22_32338420_32342898	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.133755	2.13522	1
chr22_32154575_32162110-chr22_32342898_32343477	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0.126097	2.13522	1
chr22_32215168_32228866-chr22_32342898_32343477	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0.284597	2.13522	1
chr22_32278135_32284948-chr22_32012966_32043914	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-1.75804e-16	0.695041	1
chr22_32294405_32304383-chr22_31864703_31891033	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.223714	0.373603	1
chr22_32294405_32304383-chr22_32012966_32043914	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.287678	0.695041	1
chr22_32294405_32304383-chr22_32053085_32061138	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.296947	0.695041	1
chr22_32304711_32312886-chr22_31836635_31847259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.06076e-16	0.280203	1
chr22_32304711_32312886-chr22_31864703_31891033	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1.67732e-17	0.373603	1
chr22_32304711_32312886-chr22_32012966_32043914	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-1.75804e-16	0.695041	1
chr22_32304711_32312886-chr22_32053085_32061138	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1.1185e-16	0.695041	1
chr22_32304711_32312886-chr22_32170492_32188129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.18739e-16	0.123931	1
chr22_32304711_32312886-chr22_32264718_32278135	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1.55929e-16	0.123931	1
chr22_32304711_32312886-chr22_32292186_32294405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1.84754e-17	0.123931	1
chr22_32304711_32312886-chr22_32764253_32784733	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	6.19391e-17	0.017165	1
chr22_32352483_32354828-chr22_31836635_31847259	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.833801	0.280203	1
chr22_32352483_32354828-chr22_32053085_32061138	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	-0.440474	0.695041	1
chr22_32413914_32416530-chr22_32740683_32750950	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.66947e-16	0	1
chr22_32413914_32416530-chr22_32750950_32761732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.017165	1
chr22_32413914_32416530-chr22_32868055_32872511	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	-1.33654e-16	2.6387	1
chr22_32446418_32450601-chr22_31864703_31891033	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1.67732e-17	0.373603	1
chr22_32446418_32450601-chr22_32012966_32043914	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-1.75804e-16	0.695041	1
chr22_32446418_32450601-chr22_32053085_32061138	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1.1185e-16	0.695041	1
chr22_32446418_32450601-chr22_32170492_32188129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.18739e-16	0.123931	1
chr22_32446418_32450601-chr22_32764253_32784733	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	6.19391e-17	0.017165	1
chr22_32475239_32477762-chr22_32053085_32061138	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.455308	0.695041	1
chr22_32475239_32477762-chr22_32750950_32761732	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.65694e-16	0.017165	1
chr22_32475239_32477762-chr22_32764253_32784733	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0.715617	0.017165	1
chr22_32637360_32651094-chr22_31864703_31891033	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.335865	0.373603	1
chr22_32637360_32651094-chr22_32228866_32235273	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.13032	0.123931	1
chr22_32637360_32651094-chr22_32740683_32750950	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr22_32637360_32651094-chr22_32764253_32784733	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.301706	0.017165	1
chr22_32637360_32651094-chr22_32860159_32865649	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr22_32637360_32651094-chr22_33190123_33206921	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.0448947	0.007592	1
chr22_32637360_32651094-chr22_33339333_33353583	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.298324	0.000392	1
chr22_32637360_32651094-chr22_33452523_33459358	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.238698	0.000392	1
chr22_32694902_32708216-chr22_33452523_33459358	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.238698	0.000392	1
chr22_32784733_32787968-chr22_32170492_32188129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.123931	1
chr22_32784733_32787968-chr22_32292186_32294405	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.216966	0.123931	1
chr22_32787968_32792766-chr22_31864703_31891033	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.0581753	0.373603	1
chr22_32787968_32792766-chr22_32170492_32188129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.123931	1
chr22_32865649_32868055-chr22_32012966_32043914	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-1.75804e-16	0.695041	1
chr22_32937912_32941862-chr22_31998728_32011472	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1.04041e-16	0.373603	1
chr22_32956234_32963117-chr22_33190123_33206921	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	2.06723e-17	0.007592	1
chr22_32956234_32963117-chr22_33452523_33459358	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1.1786e-16	0.000392	1
chr22_33024278_33030812-chr22_32920308_32927723	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.473168	0.000392	1
chr22_33052831_33056804-chr22_32920308_32927723	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.877915	0.000392	1
chr22_33084585_33087049-chr22_32750950_32761732	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66866e-16	0.017165	1
chr22_33084585_33087049-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33084585_33087049-chr22_33452523_33459358	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.238698	0.000392	1
chr22_33097202_33103208-chr22_32920308_32927723	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1.99257e-16	0.000392	1
chr22_33154607_33167707-chr22_32292186_32294405	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.216966	0.123931	1
chr22_33154607_33167707-chr22_32594665_32606395	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.43315	0.00038	1
chr22_33154607_33167707-chr22_32764253_32784733	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.301706	0.017165	1
chr22_33154607_33167707-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33167707_33168422-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33168456_33177374-chr22_32740683_32750950	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.416616	0	1
chr22_33168456_33177374-chr22_32920308_32927723	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.320252	0.000392	1
chr22_33219668_33224847-chr22_32920308_32927723	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.341992	0.000392	1
chr22_33224847_33230875-chr22_32764253_32784733	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.301706	0.017165	1
chr22_33224847_33230875-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33224847_33230875-chr22_33339333_33353583	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.298324	0.000392	1
chr22_33230875_33232758-chr22_32764253_32784733	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.485189	0.017165	1
chr22_33230875_33232758-chr22_32920308_32927723	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.473168	0.000392	1
chr22_33235139_33240300-chr22_33339333_33353583	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.298324	0.000392	1
chr22_33247041_33253287-chr22_32764253_32784733	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.0140279	0.017165	1
chr22_33247041_33253287-chr22_32920308_32927723	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.324027	0.000392	1
chr22_33271334_33273392-chr22_32292186_32294405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1.84754e-17	0.123931	1
chr22_33273392_33279610-chr22_32292186_32294405	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.837416	0.123931	1
chr22_33273392_33279610-chr22_32920308_32927723	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0.0832646	0.000392	1
chr22_33281002_33282103-chr22_32920308_32927723	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33288947_33297113-chr22_32920308_32927723	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1.99257e-16	0.000392	1
chr22_33387274_33389304-chr22_32764253_32784733	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.301706	0.017165	1
chr22_33387274_33389304-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33387274_33389304-chr22_33190123_33206921	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.0448947	0.007592	1
chr22_33412874_33414483-chr22_32920308_32927723	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.699073	0.000392	1
chr22_33418971_33427592-chr22_32920308_32927723	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.217223	0.000392	1
chr22_33444644_33452523-chr22_32764253_32784733	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0.634469	0.017165	1
chr22_33444644_33452523-chr22_32860159_32865649	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.184391	0	1
chr22_33444644_33452523-chr22_32920308_32927723	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.672321	0.000392	1
chr2_118539524_118544883-chr2_118755560_118760863	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.190553	0.317905	1
chr2_220383598_220399434-chr2_220487655_220503909	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0.368129	0.007878	1
chr2_220399434_220405720-chr2_220286000_220296219	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0.00914602	0.537106	1
chr2_220399434_220405720-chr2_220307194_220309040	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0.224019	0.064227	1
chr2_220399434_220405720-chr2_220315487_220323470	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	-0.17987	0.064227	1
chr2_220399434_220405720-chr2_220323470_220332835	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0.206672	0.064227	1
chr2_220399434_220405720-chr2_220365521_220371495	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0.757332	1.23298	1
chr2_220399434_220405720-chr2_220453896_220487655	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	-0.027423	0.075938	1
chr2_220399434_220405720-chr2_220487655_220503909	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	-0.0252447	0.007878	1
chr2_220531044_220533106-chr2_220487655_220503909	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	2.57972e-16	0.007878	1
chr2_220541441_220547189-chr2_220487655_220503909	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	2.57972e-16	0.007878	1
chr2_220552916_220561414-chr2_220286000_220296219	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0.893811	0.537106	1
chr2_220552916_220561414-chr2_220487655_220503909	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0.116687	0.007878	1
chr2_220570049_220573272-chr2_220487655_220503909	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0.284788	0.007878	1
chr2_220587981_220593899-chr2_220453896_220487655	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0.389331	0.075938	1
chr2_220587981_220593899-chr2_220487655_220503909	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0.249876	0.007878	1
chr5_131284754_131293292-chr5_131321565_131328527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.38686e-16	0.017194	1
chr5_131539956_131552025-chr5_131391190_131405195	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0.00301574	0	1
chr5_131539956_131552025-chr5_131744513_131749743	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.0175081	0.009446	1
chr5_131539956_131552025-chr5_131892428_131895867	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.35113	0.698662	1
chr5_131539956_131552025-chr5_132139702_132143131	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0.105992	1.9488	1
chr5_131577595_131586173-chr5_131391190_131405195	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	6.70296e-17	0	1
chr5_131577595_131586173-chr5_132002940_132010406	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2.75177e-16	0	1
chr5_131577595_131586173-chr5_132139702_132143131	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5.42909e-17	1.9488	1
chr5_131615616_131626960-chr5_131408856_131414324	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0.475737	0.000524	1
chr5_131615616_131626960-chr5_131744513_131749743	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0.663655	0.009446	1
chr5_131615616_131626960-chr5_131892428_131895867	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0.365406	0.698662	1
chr5_131647291_131652352-chr5_131391190_131405195	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0.296373	0	1
chr5_131647291_131652352-chr5_131408856_131414324	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0.560315	0.000524	1
chr5_131647291_131652352-chr5_131600377_131610541	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0.778669	0.218136	1
chr5_131658940_131662350-chr5_131391190_131405195	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	6.70296e-17	0	1
chr5_131669811_131675614-chr5_131391190_131405195	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	-0.374786	0	1
chr5_131739629_131744513-chr5_131391190_131405195	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	6.70296e-17	0	1
chr5_131769188_131778588-chr5_131391190_131405195	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0.358628	0	1
chr5_131769188_131778588-chr5_132002940_132010406	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0.0145809	0	1
chr5_131769188_131778588-chr5_132139702_132143131	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0.112916	1.9488	1
chr5_131792923_131802699-chr5_131391190_131405195	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0.00021602	0	1
chr5_131792923_131802699-chr5_131722317_131724751	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0.0902679	0.227984	1
chr5_131792923_131802699-chr5_131892428_131895867	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0.73908	0.698662	1
chr5_131792923_131802699-chr5_132108948_132117126	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.526538	1.9488	1
chr5_131831149_131844708-chr5_131391190_131405195	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0.471459	0	1
chr5_131831149_131844708-chr5_131408856_131414324	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0.589635	0.000524	1
chr5_131831149_131844708-chr5_131722317_131724751	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0.219728	0.227984	1
chr5_131856270_131863088-chr5_131722317_131724751	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0.278442	0.227984	1
chr5_131856270_131863088-chr5_131744513_131749743	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0.72327	0.009446	1
chr5_131856270_131863088-chr5_131892428_131895867	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0.42174	0.698662	1
chr5_131856270_131863088-chr5_132002940_132010406	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0.44171	0	1
chr5_131856270_131863088-chr5_132030429_132039062	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0.34889	0.088096	1
chr5_131856270_131863088-chr5_132094955_132103229	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	-0.309706	1.9488	1
chr5_131856270_131863088-chr5_132108948_132117126	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0.187636	1.9488	1
chr5_131856270_131863088-chr5_132139702_132143131	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0.385357	1.9488	1
chr5_131856270_131863088-chr5_132156357_132171004	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0.483937	0.213915	1
chr5_131856270_131863088-chr5_132208319_132210412	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	-0.517584	0.083339	1
chr5_131856270_131863088-chr5_132236918_132241090	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.373015	0.291583	1
chr5_131966625_131968308-chr5_131802699_131812305	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	-0.32404	0.009446	1
chr5_131972219_131975813-chr5_131408856_131414324	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.150875	0.000524	1
chr5_132122687_132129979-chr5_131391190_131405195	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	-0.135883	0	1
chr5_132122687_132129979-chr5_131892428_131895867	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0.606975	0.698662	1
chr5_132122687_132129979-chr5_131928228_131931668	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.216705	0.698662	1
chr5_132122687_132129979-chr5_131992507_131995260	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.605126	0.000504	1
chr5_132122687_132129979-chr5_132139702_132143131	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0.0417714	1.9488	1
chr5_132145236_132146235-chr5_131346229_131348838	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3.14881e-16	0.017194	1
chr5_132153372_132156357-chr5_131596722_131599736	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0.202277	0.218136	1
chr5_132196366_132197204-chr5_131391190_131405195	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	6.70296e-17	0	1
chr5_132196366_132197204-chr5_131408856_131414324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	7.80797e-17	0.000524	1
chr5_132196366_132197204-chr5_131722317_131724751	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	8.26277e-17	0.227984	1
chr5_132196366_132197204-chr5_131992507_131995260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6.63157e-17	0.000504	1
chr5_141979495_141982118-chr5_141995276_142003263	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.638402	7.5e-05	1
chr5_142011667_142014234-chr5_141995276_142003263	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	1
chr5_142037058_142045237-chr5_142077053_142078408	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	1
chr5_142270616_142273578-chr5_141995276_142003263	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	1
chr5_142270616_142273578-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	1
chr5_55888671_55890364-chr5_56200128_56206898	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.30886	0.244095	1
chr5_56286818_56288828-chr5_56265720_56268144	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.293055	1
chr6_132232580_132243347-chr6_132269655_132282174	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr6_132243347_132257249-chr6_132269655_132282174	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	1
chr6_132564401_132574898-chr6_132269655_132282174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.63475e-16	0	1
chr6_41327925_41344305-chr6_41647208_41661267	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0.697199	0.060985	1
chr6_41327925_41344305-chr6_41666453_41676485	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0.925765	0.060985	1
chr6_41327925_41344305-chr6_41686758_41715710	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0.397487	0.060985	1
chr6_41348565_41351250-chr6_41647208_41661267	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.0861344	0.060985	1
chr6_41348565_41351250-chr6_41666453_41676485	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.298029	0.060985	1
chr6_41351584_41354639-chr6_41647208_41661267	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0.0861344	0.060985	1
chr6_41351584_41354639-chr6_41666453_41676485	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.298029	0.060985	1
