Pair	Gm12878_Ctcf_E	Gm12878_Dnase1_E	Gm12878_H3k27ac_E	Gm12878_H3k27me3_E	Gm12878_H3k36me3_E	Gm12878_H3k4me2_E	Gm12878_H3k9ac_E	Gm12878_H4k20me1_E	Gm12878_Rad21_E	Gm12878_Tbp_E	Gm12878_Ctcf_P	Gm12878_Dnase1_P	Gm12878_H3k27ac_P	Gm12878_H3k27me3_P	Gm12878_H3k36me3_P	Gm12878_H3k4me2_P	Gm12878_H3k9ac_P	Gm12878_H4k20me1_P	Gm12878_Rad21_P	Gm12878_Tbp_P	Gm12878_Correlation	Gm12878_Exp	Class
chr15_43737704_43742060-chr15_43924442_43930824	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	5.46041e-17	0.152874	1
chr15_43770018_43770785-chr15_43782117_43785993	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.176572	0.607	1
chr15_43931042_43936532-chr15_43782117_43785993	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.843172	0.607	1
chr15_44128499_44135043-chr15_43782117_43785993	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.176572	0.607	1
chr15_44128499_44135043-chr15_43792489_43802874	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0.251615	0.607	1
chr15_44128499_44135043-chr15_44080886_44089111	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.204227	9.58692	1
chr15_44128499_44135043-chr15_44092692_44100030	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.278432	0.652708	1
chr16_150250_151499-chr16_231771_245995	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.285246	0.791309	1
chr16_151499_155258-chr16_104233_110870	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.44313	0.816903	1
chr16_151499_155258-chr16_227105_231771	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	-0.304809	0.041392	1
chr16_151499_155258-chr16_231771_245995	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.285246	0.791309	1
chr16_151499_155258-chr16_252186_263354	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.791309	1
chr16_151499_155258-chr16_263354_277803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.313748	0.791309	1
chr16_155258_160532-chr16_104233_110870	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.218586	0.816903	1
chr16_155258_160532-chr16_180935_191222	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	-0.00503006	0.031993	1
chr16_155258_160532-chr16_231771_245995	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0.592172	0.791309	1
chr16_155258_160532-chr16_252186_263354	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.208706	0.791309	1
chr16_155258_160532-chr16_263354_277803	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0.324753	0.791309	1
chr16_160532_164689-chr16_104233_110870	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.44313	0.816903	1
chr16_160532_164689-chr16_231771_245995	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.285246	0.791309	1
chr16_160532_164689-chr16_252186_263354	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.791309	1
chr16_160532_164689-chr16_263354_277803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.313748	0.791309	1
chr16_160532_164689-chr16_543473_556514	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.134296	0.074158	1
chr16_245995_249075-chr16_104233_110870	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.44313	0.816903	1
chr16_245995_249075-chr16_116692_124058	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0.206821	0.000404	1
chr16_245995_249075-chr16_125725_134450	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.380652	0.333793	1
chr16_245995_249075-chr16_147751_150250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.031993	1
chr16_245995_249075-chr16_164689_169840	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.3291	0.031993	1
chr16_245995_249075-chr16_180935_191222	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0.282776	0.031993	1
chr16_245995_249075-chr16_263354_277803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.313748	0.791309	1
chr16_349199_363868-chr16_104233_110870	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.348718	0.816903	1
chr16_349199_363868-chr16_231771_245995	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.59247	0.791309	1
chr16_349199_363868-chr16_252186_263354	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.776063	0.791309	1
chr16_363868_370529-chr16_180935_191222	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	-0.41997	0.031993	1
chr16_370529_374539-chr16_104233_110870	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.817282	0.816903	1
chr16_370529_374539-chr16_164689_169840	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	-0.116081	0.031993	1
chr16_370529_374539-chr16_231771_245995	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0.440106	0.791309	1
chr16_370529_374539-chr16_252186_263354	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.11783	0.791309	1
chr16_370529_374539-chr16_263354_277803	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0.435099	0.791309	1
chr16_392110_394890-chr16_104233_110870	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.44313	0.816903	1
chr16_392110_394890-chr16_125725_134450	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.380652	0.333793	1
chr16_392110_394890-chr16_164689_169840	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.3291	0.031993	1
chr16_392110_394890-chr16_180935_191222	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0.282776	0.031993	1
chr16_392110_394890-chr16_227105_231771	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	-0.304809	0.041392	1
chr16_392110_394890-chr16_231771_245995	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.285246	0.791309	1
chr16_392110_394890-chr16_252186_263354	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.791309	1
chr16_392110_394890-chr16_263354_277803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.313748	0.791309	1
chr16_478223_481292-chr16_164689_169840	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.271136	0.031993	1
chr16_478223_481292-chr16_207784_223301	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0.212068	0.037159	1
chr16_478223_481292-chr16_231771_245995	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0.400405	0.791309	1
chr16_478223_481292-chr16_263354_277803	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.698055	0.791309	1
chr16_507074_514366-chr16_104233_110870	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.44313	0.816903	1
chr16_507074_514366-chr16_180935_191222	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0.282776	0.031993	1
chr18_61276667_61287680-chr18_61574867_61576791	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	7.96314e-17	1.34064	1
chr18_61498528_61500586-chr18_61611778_61618463	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.539148	0.523402	1
chr18_61509684_61513366-chr18_61611778_61618463	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	-0.0698647	0.523402	1
chr18_61647763_61650225-chr18_61551631_61560133	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.192419	0.334955	1
chr18_61647763_61650225-chr18_61611778_61618463	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.321994	0.523402	1
chr19_54331773_54346301-chr19_54471705_54498373	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0.220242	0.001013	1
chr19_54331773_54346301-chr19_54600850_54620705	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.538264	0.468403	1
chr19_54331773_54346301-chr19_54738658_54764091	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.162451	0.028227	1
chr19_54331773_54346301-chr19_54772822_54786052	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.162451	0.002877	1
chr19_54657233_54663039-chr19_54600850_54620705	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.955041	0.468403	1
chr19_54657233_54663039-chr19_54620705_54622004	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0.383397	0.468403	1
chr19_54657233_54663039-chr19_54643159_54647787	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0.951859	0.0672	1
chr19_54657233_54663039-chr19_54703388_54706734	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0.873908	13.9829	1
chr19_54695540_54703388-chr19_54600850_54620705	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.914793	0.468403	1
chr19_54695540_54703388-chr19_54643159_54647787	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0.853934	0.0672	1
chr19_54695540_54703388-chr19_54664754_54667583	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.953917	0.047572	1
chr19_54695540_54703388-chr19_54667671_54677284	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	-0.153574	0.001199	1
chr19_55030075_55030278-chr19_55118673_55130532	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.856779	0.673752	1
chr19_55030075_55030278-chr19_55172340_55173653	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.791253	0.035731	1
chr19_55165374_55170980-chr19_54772822_54786052	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.002877	1
chr19_55301994_55304476-chr19_54772822_54786052	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.12138	0.002877	1
chr1_151178589_151180715-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0921379	2.74449	1
chr1_151178589_151180715-chr1_151246650_151254384	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.445609	0.199877	1
chr1_151216357_151218821-chr1_151158061_151171193	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.321484	0.919808	1
chr1_151268403_151270864-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0921379	2.74449	1
chr1_151268403_151270864-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.32075	4.47511	1
chr1_151268403_151270864-chr1_151411623_151426875	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	-0.142073	0.704917	1
chr1_151283078_151288777-chr1_151333184_151350267	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27646e-17	7.2e-05	1
chr1_151283078_151288777-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.32075	4.47511	1
chr1_151283078_151288777-chr1_151618750_151636526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.177706	1
chr1_151288777_151289152-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0921379	2.74449	1
chr1_151288777_151289152-chr1_151246650_151254384	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.445609	0.199877	1
chr1_151288777_151289152-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.32075	4.47511	1
chr1_151288777_151289152-chr1_151411623_151426875	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	-0.142073	0.704917	1
chr1_151288777_151289152-chr1_151512437_151516085	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	-0.302171	0.002307	1
chr1_151324693_151329948-chr1_151158061_151171193	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-2.93092e-16	0.919808	1
chr1_151324693_151329948-chr1_151180715_151199990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1.11749e-16	0.919808	1
chr1_151324693_151329948-chr1_151219411_151234038	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-2.0605e-16	2.74449	1
chr1_151324693_151329948-chr1_151254384_151268403	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	8.5634e-17	0.199877	1
chr1_151324693_151329948-chr1_151368336_151375897	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-8.13802e-17	4.47511	1
chr1_151324693_151329948-chr1_151411623_151426875	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	7.55552e-17	0.704917	1
chr1_151324693_151329948-chr1_151618750_151636526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.14037e-16	0.177706	1
chr1_151447169_151452341-chr1_151368336_151375897	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0.539337	4.47511	1
chr1_151447169_151452341-chr1_151411623_151426875	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0.605644	0.704917	1
chr1_151458136_151461439-chr1_151411623_151426875	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	7.55552e-17	0.704917	1
chr1_151546427_151553405-chr1_151203965_151215310	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0.305749	0.919808	1
chr1_151546427_151553405-chr1_151219411_151234038	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.531447	2.74449	1
chr1_151546427_151553405-chr1_151254384_151268403	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.449334	0.199877	1
chr1_151546427_151553405-chr1_151368336_151375897	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.454689	4.47511	1
chr1_151546427_151553405-chr1_151411623_151426875	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0.286446	0.704917	1
chr1_151546427_151553405-chr1_151618750_151636526	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.177706	1
chr1_151565791_151575769-chr1_151333184_151350267	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7.985e-17	7.2e-05	1
chr1_151603110_151610359-chr1_151411623_151426875	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0.356711	0.704917	1
chr20_33918187_33927199-chr20_33994792_34007876	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.0784764	1.94163	1
chr20_33918187_33927199-chr20_34021575_34028951	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.183922	0.000175	1
chr20_33940892_33942634-chr20_33868733_33888526	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.385269	1.25686	1
chr20_33940892_33942634-chr20_33895258_33906002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.94163	1
chr20_33962907_33965605-chr20_33895258_33906002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.94163	1
chr20_34028951_34036674-chr20_33868733_33888526	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0.00266323	1.25686	1
chr20_34028951_34036674-chr20_33895258_33906002	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.24828	1.94163	1
chr20_34063722_34066455-chr20_34267844_34286390	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.232331	0.829849	1
chr20_34086509_34095771-chr20_34194345_34209462	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0.0930658	0.131849	1
chr20_34245115_34249299-chr20_34047410_34054319	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	-0.523855	0.155537	1
chr20_34245115_34249299-chr20_34077501_34082642	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0.608181	0.155537	1
chr20_34245115_34249299-chr20_34124012_34154818	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0.292662	2.1891	1
chr20_34245115_34249299-chr20_34194345_34209462	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0.292519	0.131849	1
chr20_34245115_34249299-chr20_34292924_34300586	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0.233851	2.18399	1
chr20_34315020_34317196-chr20_34292924_34300586	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.985703	2.18399	1
chr20_34315020_34317196-chr20_34324272_34326785	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0.618873	2.18399	1
chr20_34315020_34317196-chr20_34326785_34327840	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0.220799	2.18399	1
chr21_34000977_34011234-chr21_34954683_34958824	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.569665	0.617072	1
chr21_34068905_34070203-chr21_34883480_34892700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.689191	1
chr21_34078962_34084630-chr21_34954683_34958824	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.446463	0.617072	1
chr21_34244003_34257834-chr21_34539806_34547319	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.123313	0	1
chr21_34244003_34257834-chr21_34971021_34981157	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.49171	1.07306	1
chr21_34308150_34315323-chr21_34971021_34981157	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.809904	1.07306	1
chr21_34324205_34326233-chr21_34954683_34958824	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.216811	0.617072	1
chr21_34458218_34459434-chr21_34981157_34992256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.07306	1
chr21_34568560_34570009-chr21_34949753_34954485	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.1864	0.617072	1
chr21_34570009_34570770-chr21_34021370_34027065	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2.30604e-17	0.05762	1
chr21_34570009_34570770-chr21_34954683_34958824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1.79328e-16	0.617072	1
chr21_34570009_34570770-chr21_34981157_34992256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8.39666e-17	1.07306	1
chr21_34577668_34580542-chr21_33755387_33767165	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0.0665086	0.130093	1
chr21_34577668_34580542-chr21_34750664_34761738	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0.507961	1.19988	1
chr21_34577668_34580542-chr21_34838664_34841311	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.305615	0.519925	1
chr21_34577668_34580542-chr21_34940494_34942366	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.305615	1.09004	1
chr21_34577668_34580542-chr21_34954683_34958824	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	-0.240955	0.617072	1
chr21_34577668_34580542-chr21_34981157_34992256	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.305615	1.07306	1
chr21_34605702_34617606-chr21_34750664_34761738	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0.537367	1.19988	1
chr21_34605702_34617606-chr21_34883480_34892700	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0.365256	0.689191	1
chr21_34605702_34617606-chr21_34949753_34954485	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0.365256	0.617072	1
chr21_34731251_34732065-chr21_34021370_34027065	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.116484	0.05762	1
chr21_34919118_34920867-chr21_34954683_34958824	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.830581	0.617072	1
chr21_34927563_34930420-chr21_34136979_34144925	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	-0.486797	0.826362	1
chr21_34927563_34930420-chr21_34954683_34958824	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0.506936	0.617072	1
chr21_40535091_40537322-chr21_40757151_40764378	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-3.30496e-17	0.676163	1
chr21_40557191_40559845-chr21_40757151_40764378	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0.455901	0.676163	1
chr21_40559845_40561759-chr21_40757151_40764378	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.438651	0.676163	1
chr21_40581316_40583765-chr21_40748850_40752541	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.256863	0.676163	1
chr21_40581316_40583765-chr21_40757151_40764378	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0711789	0.676163	1
chr21_40671591_40673895-chr21_40549407_40551424	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.823747	1
chr21_40671591_40673895-chr21_40565363_40575691	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.583934	1
chr21_40671591_40673895-chr21_40583765_40590917	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.583934	1
chr21_40671591_40673895-chr21_40757151_40764378	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0711789	0.676163	1
chr22_31861680_31864703-chr22_32012966_32043914	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.458089	0.562421	1
chr22_32043914_32050710-chr22_31864703_31891033	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.600624	0.53739	1
chr22_32043914_32050710-chr22_32342898_32343477	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0.482097	1.29769	1
chr22_32043914_32050710-chr22_32802848_32805157	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0.88176	2.23802	1
chr22_32061138_32064448-chr22_31836635_31847259	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	0.46135	1
chr22_32061138_32064448-chr22_31864703_31891033	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.124058	0.53739	1
chr22_32061138_32064448-chr22_32102727_32109893	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	0.276917	1
chr22_32061138_32064448-chr22_32170492_32188129	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	-0.382592	0.188887	1
chr22_32061138_32064448-chr22_32188129_32210582	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0.298773	0.188887	1
chr22_32061138_32064448-chr22_32211896_32215168	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	0	1
chr22_32061138_32064448-chr22_32228866_32235273	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.379398	0.188887	1
chr22_32061138_32064448-chr22_32264718_32278135	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.716371	0.188887	1
chr22_32061138_32064448-chr22_32292186_32294405	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.16666	0.188887	1
chr22_32061138_32064448-chr22_32334260_32338420	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.79884e-17	1.29769	1
chr22_32061138_32064448-chr22_32338420_32342898	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	-0.431167	1.29769	1
chr22_32061138_32064448-chr22_32342898_32343477	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0.298902	1.29769	1
chr22_32061138_32064448-chr22_32740683_32750950	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.24969	0	1
chr22_32061138_32064448-chr22_32764253_32784733	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.670149	0.026526	1
chr22_32061138_32064448-chr22_32802848_32805157	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0.370112	2.23802	1
chr22_32061138_32064448-chr22_32807141_32809335	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.413891	2.23802	1
chr22_32061138_32064448-chr22_32868055_32872511	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.365524	2.57766	1
chr22_32100847_32102727-chr22_32228866_32235273	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.653873	0.188887	1
chr22_32100847_32102727-chr22_32264718_32278135	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.568571	0.188887	1
chr22_32100847_32102727-chr22_32292186_32294405	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.188887	1
